HVMID,cn_name,pinyin_name,en_name,latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,HERB_id,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id
HVM0620,大白顶草,DA BAI DING CAO,Field Groundsel,Senecio oryzetorum,,,whole herb,To clear heat and resolve toxin.,"White mouth sore in children, clove sore.",,,,,HERB001013,,6856.0,,
HVM0621,大驳骨,DA BO GU,Malabanut,Adhatoda vasica,Warm; Pungent,Spleen,branchlet-leaf,"To quicken blood and relieve pain, joint sinews and bones, stanch bleeding.","Sinew and bone wound, sprain, blood stasis swelling and pain, wind-damp impediment pain, lumbago, profuse menstruation, flooding and spotting.",,,,,HERB001014,,3738.0,,134.0
HVM0622,大波斯菊,DA BO SI JU,Mexican Aster,Cosmos bipinnata,,,"inflorescence, seedor whole herb","To clear heat and resolve toxin, brighten eyes and transform damp.",,,,,,HERB001015,,7634.0,,
HVM0623,大草寇,DA CAO KOU,Beautiful Galangal,Alpinia speciosa,,,seed,"To dissipate cold and dry damp, dispel phlegm and interrupt malaria, fortify spleen and warm stomach.","Cold pain in heart and abdomen, distention fullness in chest and abdomen, cold-damp accumulation and obstruction, indigestion, vomiting and diarrhea.",,,,,HERB001016,,5937.0,,
HVM0624,大长春花,DA CHANG CHUN HUA,Greater Periwinkle,Vinca herbacea [Syn. Vinca major],,,,,,,,,,HERB001017,,4687.0,,
HVM0625,大巢菜,DA CHAO CAI,Common Vetch,Vicia sativa,,,whole herb or seed,"To boost kidney, disinhibit water, relieve cough, stanch bleeding.","Kidney vacuity lumbago, jaundice, edema, malaria, nosebleed(epistaxis), palpitation, emission, menstrual disorder, toxin swelling of sores.",,,,,HERB001018,,1276.0,,
HVM0626,大车前,DA CHE QIAN,Rippleseed Plantain,Plantago major,,,whole herb,See Plantago asiatica.,See Plantago asiatica.,,,,,HERB001019,,4906.0,,
HVM0627,大翅蓟,DA CHI JI,Scotch Cottonthistle,Onopordum acanthium,,,whole herb,To stanch bleeding.,,,,,,HERB001020,,6733.0,,
HVM0628,大丁草,DA DING CAO,Gerbera,Gerbera anandria [Syn. Leibnitzia anandria ],,,whole herb,"To clear heat and disinhibit damp, resolve toxin and disperse swelling.","Lung heat cough, damp-heat diarrhea dysentery, heat strangury, pain in joints due to rheumatalgia, swelling toxin of welling abscess and boil, ulcer of lower limb, snake or insect bites, bleeding due to external injury.",,,,,HERB001022,,5268.0,,
HVM0629,大豆,DA DOU,Soybean,Glycine max,,,yellow seed,"To loosen center and induce stagnation, fortify spleen and disinhibit water, resolve toxin and disperse swelling.","Food accumulation diarrhea, abdominal distention and torpid intake, swelling toxin of sore and welling abscess, spleen vacuity edema, bleeding due to external injury.",,,,,HERB001023,,7796.0,,
HVM0630,大独活,DA DU HUO,root of Laxflower Cowparsnip,Radix Heraclei maximi,Minor Warm; Pungent; Bitter,Bladder; Liver,Heracleum maximum Bartram,"Treatment of rheumatic arthritis with pain in the lower back and knees, headache due to attack of cold on the Shaoyin Channel characterized by association of headache with precordial pain and cold legs.","Treatment of rheumatic arthritis with pain in the lower back and knees, headache due to attack of cold on the Shaoyin Channel characterized by association of headache with precordial pain and cold legs.",,,For dispelling wind-dampness,祛风湿,HERB001024,,5412.0,,135.0
HVM0631,大渡乌头,DA DU WU TOU,Franchet Monkshood,Aconitum franchetll,,,,,,,,,,HERB001025,,1673.0,,
HVM0632,大萼金丝桃,DA E JIN SI TAO,Rose-of-Sharon,Hypericum calycinum,,,,,,,,,,HERB001027,,5429.0,,
HVM0633,大萼香茶菜,DA E XIANG CHA CAI,Largesepal Rabdosia,Isodon macrocalyx,,,,,,,,,,HERB001028,,3654.0,,
HVM0634,大飞扬草,DA FEI YANG CAO,Garden Euphorbia,Euphorbia hirta,,,whole herb with root,"To clear heat and resolve toxin, percolate damp and relieve itch, free milk.","Acute enteritis, bacillary dysentery, strangury, hematuria, pulmonary welling abscess, mammary welling abscess, clove sore, toxin swelling, eczema, foot lichen, itchy skin.",,,,,HERB001031,,3036.0,,
HVM0635,大风子,DA FENG ZI,Hydnocarpi Anthelminticae Semen,,,,,,"Numbing wind, scab and lichen, red bayberry sore.",,,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,解毒杀虫燥湿止痒药,HERB001032,SMHB00083,966.0,83.0,
HVM0636,大枫子仁,DA FENG ZI REN,Chaulmoogra seed,Semen Chaulmoograe,Hot; Pungent,Spleen; Liver; Kidney,Hydnocarpus anthelmintica Pier.,"Treatment of leprosy, both internal and external use, external use for scabies, tinea and syphilitic skin lesion.","Chaulmoogric oil inhibits the growth of Bacillus tuberculosis and other acid-fast bacillus in vitro, its effect is as 100 times as that of phenol.",Slightly Toxic,"Chaulmoogric oil inhibits the growth of Bacillus tuberculosis and other acid-fast bacillus in vitro, its effect is as 100 times as that of phenol.","Toxication reduction, anthelmintic, dampness removal, and itching control",解毒杀虫燥湿止痒,HERB001033,,5531.0,,136.0
HVM0637,大腹皮,DA FU PI,Areca Catechu L.,,,,,,"Its decoction exerts an effect of enhancing the intestinal tensity and decreasing the extent of intestinal contraction in rabbits in vitro, which can be counteracted by atropine.",,"Its decoction exerts an effect of enhancing the intestinal tensity and decreasing the extent of intestinal contraction in rabbits in vitro, which can be counteracted by atropine.",Qi Regulating Drugs,理气药,HERB001034,SMHB00084,4986.0,84.0,137.0
HVM0638,大果柏木,DA GUO BAI MU,Montery Cypress,Cupressus macrocarpa,,,,,,,,,,HERB001036,,8142.0,,
HVM0639,大果大戟,DA GUO DA JI,Largefruit Euphorbia,Euphorbia wallichii,,,,,,,,,,HERB001037,,4591.0,,
HVM0640,大果咖啡,DA GUO KA FEI,Liberian Coffee,Coffea liberica,,,seed,See Coffea arabica.,See Coffea arabica.,,,,,HERB001038,,6673.0,,
HVM0641,大果桃金娘,DA GUO TAO JIN NIANG,Bigfruit Rosemyrtle,Rhodomyrtus macrocarpa,,,,,,,,,,HERB001039,,5580.0,,
HVM0642,大果西番莲,DA GUO XI FAN LIAN,Giant Granadilla,Passiflora quadrangularis,,,,,,,,,,HERB001040,,3446.0,,
HVM0643,大黑,DA HEI,,,,,,,,,,,,HERB001041,,7599.0,,
HVM0644,大黑头草,DA HEI TOU CAO,Herba Elsholtziae penduliflorae,,,,,,,,,,,HERB001042,,1375.0,,
HVM0645,大红菇,DA HONG GU,Big Russula,Russula lepida,,,,,,,,,,HERB001043,,6158.0,,
HVM0646,大红罂粟,DA HONG YING SU,Bracteate Poppy,Papaver bracteatum,,,,,,,,,,HERB001044,,2848.0,,
HVM0647,大花倒地铃,DA HUA DAO DI LING,Bigflower Heartseed,Cardiospermum grandiflorum,,,,,,,,,,HERB001046,,3530.0,,
HVM0648,大花哥纳香,DA HUA GE NA XIANG,Bigflower Goniothalamus,Goniothalamus griffithii,,,,,,,,,,HERB001048,,7181.0,,
HVM0649,大花红景天,DA HUA HONG JING TIAN,Bigflower Rhodiola,Rhodiola crenulata [Syn. Rhodiola euryphylla],,,root,To clear lung and boost qi.,"Tuberculosis with cough, hemoptysis, pneumonia, b ronchitis.",,,,,HERB001049,,4717.0,,
HVM0650,大花黄花蒿,DA HUA HUANG HUA HAO,,,,,,,,,,,,HERB001050,,1383.0,,
HVM0651,大花剪秋罗,DA HUA JIAN QIU LUO,Brilliant Campion,Lychnis fulgens,,,root and whole herb,"To clear heat and disinhibit urine, fortify spleen, quiet spirit.","Inhibited urination, child gan accumulation, night sweating, headache, insomnia.",,,,,HERB001052,,6169.0,,
HVM0652,大花金鸡菊,DA HUA JIN JI JU,,,,,,,,,,,,HERB001053,,6072.0,,
HVM0653,大花金挖耳,DA HUA JIN WA ER,Bigflower Carpesium,Carpesium eximum,,,whole herb or root cortex,"To cool blood and stanch bleeding, dispel stasis.","Bleeding due to external injury, knocks and falls.",,,,,HERB001054,,5474.0,,
HVM0654,大花菊,DA HUA JU,Large-flowered Dendranthema,Dendranthema grandiflorum,,,,,,,,,,HERB001055,,5582.0,,
HVM0655,大花落新妇,DA HUA LUO XIN FU,Largeflower Astilbe,Astilbe macroflora,,,,,,,,,,HERB001056,,6844.0,,
HVM0656,大花马齿苋,DA HUA MA CHI XIAN,Largeflower Purslane,Portulaca grandiflora,,,herb,"To clear heat and resolve toxin, stanch bleeding and dissipate stasis.","Swelling pain in throat, sore and boil, eczema, painful swelling from knocks and falls, burns and scalds, bleeding due to external injury.",,,,,HERB001057,,4787.0,,
HVM0657,大花杓兰,DA HUA SHAO LAN,Bigflower Ladyslipper,Cypripedium macranthum [Syn. Cypripedium tibeticum],,,root,"To disinhibit urine and disperse edema, quicken blood and relieve pain.","Edema in lower limb, strangury, leukorrhea, wind-damp impediment pain, knocks and falls.",,,,,HERB001059,,4605.0,,
HVM0658,大花细辛,DA HUA XI XIN,Largeflower Wildginger,Asarum maximum,,,whole herb with root,"To dispel wind and dissipate cold, relieve cough and dispel phlegm, quicken blood and resolve toxin, relieve pain.","Wind-cold common cold, headache, cough and asthma, wind-damp pain, knocks and falls.",,,,,HERB001061,,7551.0,,
HVM0659,大花旋覆花,DA HUA XUAN FU HUA CAO,British Inula Herb,Inula britannica,,,aerial parts,See Inula japonica .,See Inula japonica .,,,,,HERB001063,,4439.0,,
HVM0660,大花淫羊藿,DA HUA YIN YANG HUO,Large-flowered Epimedium,Epimedium grandiflorum,,,,,,,,,,HERB001065,,2704.0,,
HVM0661,大花紫薇,DA HUA ZI WEI,Queen Crapemyrtle,Lagerstroemia speciosa,,,root and leaf,"To close sores, resolve toxin.",Swelling toxin of welling abscess and sore.,,,,,HERB001067,,1999.0,,
HVM0662,大花紫玉盘,DA HUA ZI YU PAN,Largeflower Uvaria,Uvaria grandiflora,,,,,,,,,,HERB001068,,2332.0,,
HVM0663,大黄,DA HUANG,root and rhziome of Sorrel Rhubarb,Radix et Rhizoma Rhei,Cold; Bitter,Spleen; Large Intestine; Stomach; Liver; Heart,root and rhizome,"To cause catharsis and purge away heat, to reduce heat in blood and counteract toxicity, and to eliminate blood stasis and stimulate menstrual discharge.","Repletion heat constipation, accumulation with abdominal pain, damp-heat jaundice, acute icterohepatitis, red eyes, swollen throat, intestinal welling abscess and abdominal pain, bleeding of digestive tract, chronic diarrhea, indigestion, acute appendicitis, acute peritonitis, ileus, cholecystitis, gallstones, swollen welling abscess and clove sores, amenorrhea due to blood stasis, knocks and falls, burns and scalds.",,"1. Sennoside A is the component for purgation.2. Promoting biliary secretion and enhancing the amount of bilirubin and bile acid.3. Rhein and Emodin exert bacteriostatic effect by inhibting the synthesis of DNA, RNA and protein in bacteria4. Emodin is a c",Offensive Purgative Medicinal,攻下药,HERB001069,SMHB00085,7047.0,85.0,138.0
HVM0664,大黄豆卷,DA HUANG DOU JUAN,black seed of soybean,Semen Sojae Germinatus,Mild; Sweet,Stomach,Glycine max.(L.)Merr,,,,,,解表,HERB001070,,3612.0,,139.0
HVM0665,大黄茎,DA HUANG JING,Rhizoma seu Plantula Rhei palmati,,,,,,,,,,,HERB001071,,5183.0,,
HVM0666,大活血,DA HUO XUE,Stem of Sargentgloryvine,Caulis Sargentodoxae,Mild; Bitter,Large Intestine; Liver,Sargentodoxa cuneata ( Oliv. ) Rehd. et Wils.,"Treatment of acute appendicitis, amenorrhea, dysmenorrhea, rheumatic arthralgia, traumatic swelling and pain.",Its decoction possess bacteriostatic effect on Staphylococcus aureus and B-streptococcus..,,Its decoction possess bacteriostatic effect on Staphylococcus aureus and B-streptococcus..,Heat clearence,清热,HERB001073,SMHB00089,1577.0,,140.0
HVM0667,大蓟,DA JI,all-grass of Thistle,Herba Cirsii Japonici;Radix Cirsii Japonici;Herba seu Radix Cirsii japonici,Cool; Sweet; Bitter,Liver; Heart,,"To arrest bleeding by reducing heat in the blood, to remove blood stasis, and to promote the subsidence of swelling.",,,,Blood-Cooling Hemostatic Medicinal,凉血止血药,HERB001074,SMHB00086,,86.0,
HVM0668,大蓟,DA JI 1,Peking spurge root,Radix euphorbiae pekinensis,Cold; Pungent; Bitter,Lung; Large Intestine; Kidney,Euphorbia pekinesis Rupr.;Knoxia valerianoides Thorel et Pitard,"1. Treatment of edema of the face and the body, retention of fluid in the chest and ascites. Peking spurge root (Daji) is used with Jujube (Dazao), Kansui root (Gansui) and Genkwa flower (Yuanhua) in the formula Shizao Tang. 2. Treatment of boils, carbuncles, scrofula and subcutaneous nodules. Peking spurge root (Daji) is used with Pleione rhizome (Shancigu) and Moleplant seed (Qianjinzi) for internal and external use in the formula Zijin Ding.","1. Treatment of edema of the face and the body, retention of fluid in the chest and ascites. Peking spurge root (Daji) is used with Jujube (Dazao), Kansui root (Gansui) and Genkwa flower (Yuanhua) in the formula Shizao Tang. 2. Treatment of boils, carbunc",,,Purging,泻下,HERB001075,SMHB00086,2153.0,,141.0
HVM0669,大蓟,DA JI 2,all-grass of Thistle,Herba Cirsii Japonici;Radix Cirsii Japonici;Herba seu Radix Cirsii japonici,Cool; Sweet; Bitter,Liver; Heart,Cirsium japonici DC.,"Treatment of epistaxis, spitting of blood, hematuria, hematochezia, abnormal uterine bleeding, traumatic bleeding, carbuncles and sores.",1. Its decoction can lower blood pressure2. Inhibiting the growth of (a)-streptococcus3. Shortening the bleeding time.4. Anti-inflammatory5. Diuretic.,,1. Its decoction can lower blood pressure2. Inhibiting the growth of (a)-streptococcus3. Shortening the bleeding time.4. Anti-inflammatory5. Diuretic.,Bleeding control,止血,HERB001076,SMHB00086,2152.0,,142.0
HVM0670,大蓟,DA JI I,,,,,,,,,,,,HERB001077,SMHB00086,2136.0,,
HVM0671,大蓟,DA JI II,,,,,,,,,,,,HERB001078,SMHB00086,2859.0,,
HVM0672,大蓟,DA JI(3),Peking Euphorbia,Euphorbia pekinensis,,,tuberoid,"To drain water and expel rheum, dissipate binds and disperse swelling.","Edema, seeper in chest and abdomen, phlegm-rheum, inhibited urine and stool, swollen welling abscess, scrofula.",,,,,HERB001079,SMHB00086,5232.0,,
HVM0673,大蓟,DA JI(4),Japanese Thistle,Cirsium japonicum,,,aerial parts or root,"To cool blood and stanch bleeding, dispel stasis and disperse swelling.","Spontaneous external bleeding, blood ejection, hematuria, hematochezia, flooding and spotting, bleeding due to external injury, swelling toxin of welling abscess and sore.",,,,,HERB001080,SMHB00086,8026.0,,
HVM0674,大金牛草,DA JIN NIU CAO,Chinese Milkwort,Polygala chinensis [Syn. Polygala glomerata],,,whole herb with root,"To dispel phlegm, disperse accumulation, dissipate stasis, resolve toxin.","Cough and sore pharynx, child gan accumulation, knocks and falls, scrofula, swollen welling abscess, poisonous snake bite.",,,,,HERB001081,,2020.0,,
HVM0675,大金钱草,DA JIN QIAN CAO,Christina Loosestrife,Lysimachia christinae,,,herb,"To disinhibit water and free strangury, clear heat and resolve toxin, dissipate stasis and disperse swelling.","Gallstones, calculus of urinary system, heat strangury, nephritis with edema, damp-heat jaundice, swollen welling abscess, sore and boil, poisonous snake bite, knocks and falls.",,,,,HERB001082,,2548.0,,
HVM0676,大狼毒,DA LANG DU,Large Euphorbia Root,Euphorbia nematocypha,,,root,"To transform stasis and stanch bleeding, kill worms and relieve itch.","Bleeding due to external injury, painful swelling from knocks and falls, scrofula, scab and lichen.",,,,,HERB001083,,3869.0,,
HVM0677,大丽花,DA LI HUA,Aztec Dahlia,Dahlia pinnata [Syn. Dahlia variabilis],,,tuberoid,"To clear heat and resolve toxin, dissipate stasis and relieve pain.","Parotitis, decayed teeth, innominat e toxin swelling, painful wound from knocks and falls.",,,,,HERB001084,,4617.0,,
HVM0678,大力子,DA LI ZI,achene of Great Burdock,Fructus Arctii lappae,Cold; Pungent; Bitter,Lung; Stomach,Arctium lappa L.,"Treament of cough and expectroation in influenza or upper respiratory infection, measles, rubella, sore throat, mumps, erysipelas, carbuncles and sores.","1. Its extract exerts a significant and prolonged effect of lowering blood sugar in rats.2. Mildly diuretic and laxative.3. An active component, arctiin, can induce tonic convulsion, feeble respiration and eventually paralysis in frogs, mice and rabbits.",,"1. Its extract exerts a significant and prolonged effect of lowering blood sugar in rats.2. Mildly diuretic and laxative.3. An active component, arctiin, can induce tonic convulsion, feeble respiration and eventually paralysis in frogs, mice and rabbits.",For relieving exterior syndrome,解表,HERB001086,SMHB00301,1266.0,,143.0
HVM0679,大良姜,DA LIANG JIANG,Galanga Galangal,Alpinia galanga,,,rhizome,"To warm stomach, dissipate cold, relieve pain.","Qi pain in heart and stomach, stomach cold, food damage vomiting and diarrhea.",,,,,HERB001087,,5921.0,,
HVM0680,大马兜铃,DA MA DOU LING,Maxima Dutchmanspipe,Aristolochia maxima,,,fruit,See Aristolochia debilis.,See Aristolochia debilis.,,,,,HERB001088,,5561.0,,
HVM0681,大马士革蔷薇,DA MA SHI GE QIANG WEI,Damask Rose,Rosa damascena,,,,,,,,,,HERB001091,,6025.0,,
HVM0682,大麻叶泽兰,DA MA YE ZE LAN,Hemp-agrimony,Eupatorium cannabinum,,,whole herb,"To clear summerheat, repel foulness, transform damp.","Summerheat damage, fever and headache, damp evil brew, inappetence due to glomus in stomach duct, bitter taste and slimy tongue fur.",,,,,HERB001092,,3212.0,,
HVM0683,大米,DA MI,rice,,Warm; Sweet,Lung; Spleen; Stomach,,,,,,,,HERB001093,,6558.0,,144.0
HVM0684,打破碗花花,DA PO WAN HUA HUA,Hupeh Anemone,Anemone hupehensis,,,root,"To clear heat and disinhibit damp, resolve toxin and kill worms, dissipate stasis and disperse swelling.","Dysentery, diarrhea, malaria, ascariasis, swollen welling abscess, sore and boil, scrofula, knocks and falls, acute icterohepatitis.",,,,,HERB001097,,1669.0,,
HVM0685,大前胡,DA QIAN HU,Big Hogfennel,Peucedanum grande,,,,,,,,,,HERB001098,,934.0,,
HVM0686,大青木根,DA QING MU GEN,,,,,Clerodendrum cyrtophyllum Turcz,,,,,,,HERB001099,,1258.0,,146.0
HVM0687,大青杨,DA QING YANG,Ussuri Poplar,Populus ussuriensis,,,,,,,,,,HERB001100,,5972.0,,
HVM0688,大青叶,DA QING YE,Isatis leaf,Folium Isatidis,Extreme Cold; Bitter,Lung; Stomach; Heart,leaf,"To clear heat and toxic materials, cool blood and eliminate eruption.","Acute parotitis, encephalitis, hepatitis, lung abscess, acute gastroenteritis, infection of upper respiratory tract, warm evil in construction, ardent fever with clouded spirit, macular eruption and papules, jaundice, heat dysentery, epidemic parotitis, throat impediment, erysipelas, swollen welling abscess.",,"1. Broad-spectrum antibiotic and also for leptospirosis.2. Antipyretic. Its decoction lowers vaccine-induced fever in rabbits.3. Anti-inflammatory effect on formaldehyde-induced acute arthritis in rats.4. Its decoction inhibits toads heart in vitro, more ",Antipyretic Detoxicate Drugs,清热解毒药,HERB001101,SMHB00087,7869.0,87.0,147.0
HVM0689,大青叶胆,DA QING YE DAN,Herba Swertiae Cinctae,,,,,,,,,,,HERB001102,,4676.0,,
