HVPID,name,Prescription Composition,Instructions,Treatment Symptoms,Source Document
HVP0568,冷风汤,防风、黄耆、茺蔚子、桔梗、五味子、细辛、大黄。,,"胬肉攀睛，乍发乍起。[The pterygium climbs the eye, suddenly sends suddenly rises.(Machine translation.)]",《眼科全书》卷四。
HVP0569,泻脾散,桑白皮、栀子、前胡、桔梗、枳壳、玄参、防风、赤芍、黄芩、蔓荆子、石膏、大黄。,,暴露赤眼生翳外障。[Exposure of the naked eye causes pannus.(Machine translation.)],《眼科全书》卷四。
HVP0570,三友丸,石膏、麻黄、杏仁。,,"风寒失表，邪气传入肠胃，睑肿睛赤，发热头痛，无汗口渴。[Wind and cold loss of the surface, evil into the stomach, eyelid swelling eye red, fever headache, no sweat thirst.(Machine translation.)]",《眼科菁华》卷上。
HVP0571,补肝细辛散,青葙子、人参、茯苓、熟地黄、五味子、菟丝子、茺蔚子、车前子、泽泻、细辛、防风。,,肝虚积热，而成内障。[The deficiency of liver and accumulation of heat lead to internal obstruction.(Machine translation.)],《眼科菁华》卷下。
HVP0572,火疡洗心散,知母、元参、防风、当归、白芍、黄芩、黄连、桔梗、荆芥、黄柏。,,"脾眦气轮，初如椒疮榴子，或圆或长，状如红豆者。[Spleen canthus gas ring, such as pepper sore durian, or round or long, shaped like red beans.(Machine translation.)]",《眼科菁华录》卷上。
HVP0573,血翳泻心汤,大黄、薄荷、车前子、黄连、黄芩、赤芍、连翘、荆芥、菊花。,,"两眼赤肿，涩痛，热泪羞明，渐有赤脉贯睛，时发不清。[Eyes red swelling, astringent pain, tears shy Ming, gradually red pulse through the eyes, when hair is not clear.(Machine translation.)]",《眼科菁华录》卷上。
HVP0574,神功汤,知母、人参、龙骨、天麻、附子、甘草。,,诸般内障。[All kinds of internal obstacles.(Machine translation.)],《眼科锦囊》卷四。
HVP0575,加味茯苓饮,茯苓、人参、苍术、橘皮、生姜、枳实。,,"胃中有留饮，而自吐宿水，小便不利；及由咳嗽而白膜发血斑，以及小儿百日咳。[In the stomach there is retention drink, but from spits the stagnant water, urinates disadvantageous; And from cough and white film hair blood spot, and children with pertussis.(Machine translation.)]",《眼科锦囊》卷四。
HVP0576,外感祛邪汤,麻黄1钱，桂枝1钱，陈皮5分，柴胡1钱，白芍1钱，当归2钱，茯苓1钱，甘草1钱。,,伤寒初起者。[The onset of typhoid fever.(Machine translation.)],《石室秘录》卷一。
HVP0577,消暑神丹,人参半两，青蒿7钱，香薷3钱，白术5钱。,,"中暑，发渴引饮。[Heat stroke, thirsty drink.(Machine translation.)]",《石室秘录》卷一。
HVP0578,逐寒回阳汤,人参5钱，白术9钱，附子1钱，肉桂1钱，干姜5分。,,寒邪直中肾经。[The cold evil is in the kidney meridian.(Machine translation.)],《石室秘录》卷一。
HVP0579,灭邪汤,柴胡1钱，茯苓2钱，当归1钱，黄芩1钱，麦冬2钱，射干1钱，桔梗2钱，甘草1钱，半夏1钱。,,"忽感风邪，寒入肺经，以致一时喘急，抬肩大喘，气逆痰吐不出，人不能卧。[Suddenly feel wind evil, cold into the lung, so that a moment of asthma, shoulder heave big asthma, Qi against phlegm spit out, people can not lie down.(Machine translation.)]",《石室秘录》卷一。
HVP0580,发动汤,人参1钱，茯苓3钱，黄耆5钱，防风1钱，半夏1钱，羌活1钱。,,手足麻木。[Numbness of hands and feet.(Machine translation.)],《石室秘录》卷一。
HVP0581,祛狂至神丹,人参1两，白术1两，半夏3钱，天南星3钱，附子1钱。,,"发狂如见鬼状，或跌倒不知人，或中风不语，或自卧而跌在床下者。[Crazy, such as ghost like, or fall unknown, or stroke speechless, or fall in bed.(Machine translation.)]",《石室秘录》卷一。功效:固正气，祛痰，祛邪。
HVP0582,救亡丹,人参5钱，白术3两，附子1个，干姜3钱，肉桂5钱。,,"阴寒直中肾经，面青鼻黑，腹中痛欲死，囊缩。[Yin cold straight in the kidney, face green nose black, abdominal pain, want to die, capsule contraction.(Machine translation.)]",《石室秘录》卷六。
HVP0583,利腰丹,白术9钱，杜仲5钱。,,风寒腰疼不能直者。[Wind cold and low back pain can not be straight.(Machine translation.)],《石室秘录》卷三。
HVP0584,逐狐丹,白术5钱，沙参7钱，柴胡3钱，白芍3钱，王不留行3钱。,,狐疝。[Fox hernia.(Machine translation.)],《石室秘录》卷三。
HVP0585,散寒汤,甘草1钱，桔梗3钱，半夏1钱，射干1钱。,,"风寒犯肺，鼻塞出嚏，咳嗽不已，吐痰如败絮。[Cold attack lung, nasal congestion, sneezing, cough, spitting, such as catkins.(Machine translation.)]",《石室秘录》卷三。
HVP0586,化痰饮,天花粉1钱，甘草1钱，陈皮5分，半夏1钱，苏子1钱。,,"痰在上焦，痰盛闭塞作痛。[Phlegm in the upper Jiao, phlegm block pain.(Machine translation.)]",《石室秘录》卷三。
HVP0587,加参瓜蒂散,瓜蒂7个，人参2钱。,,"上焦痰气甚盛，而下焦又虚者。[The upper Jiao is full of phlegm, while the lower Jiao is empty.(Machine translation.)]",《石室秘录》卷三。
HVP0588,回正散,人参1钱，白薇1钱，茯苓3钱，白术5钱，半夏1钱，白芥子3钱，陈皮5分，甘草5分。,,"中邪，尸厥，卒倒，中毒，中恶。[Zhongxie, Shijue, Shudao, poisoning, Zhongxie.(Machine translation.)]",《石室秘录》卷三。
HVP0589,青香散,青蒿6钱，香薷3钱，白术5钱，陈皮1钱，甘草1钱，茯苓3钱（有参加1钱，无亦可）。,,"初病伤暑，头晕口渴恶热，身热痰多气喘。[At the beginning of the disease, he suffered from heat, dizziness, thirst, heat, phlegm and asthma.(Machine translation.)]",《石室秘录》卷三。
HVP0590,祛阴至圣丹,人参1两，白术5钱，半夏5钱，茯苓5钱，菖蒲1钱，陈皮5分。,,尸厥属阴邪者。[Corpse Jue belongs to Yin evil.(Machine translation.)],《石室秘录》卷三。
HVP0591,伸腰散,白术2许。,,腰痛不能俯仰。[You can't pitch because of low back pain.(Machine translation.)],《石室秘录》卷三。
HVP0592,定吐至神丹,附子1个，白术4两，肉桂1钱，干姜3钱，人参3两。,,"大吐，手足厥逆，少腹痛不可忍，以火热之物熨之少快。[Vomiting, hand and foot syncope, less abdominal pain can not bear, with hot things ironing less fast.(Machine translation.)]",《石室秘录》卷三。
HVP0593,逐风散,防风1钱，荆芥1钱，甘草1钱，黄芩1钱，半夏1钱。,,"伤风，头痛身疼，咳嗽痰多，脉浮。[Cold, headache, body pain, cough, phlegm, pulse floating.(Machine translation.)]",《石室秘录》卷三。
HVP0594,引水散,白术3钱，泽泻3钱，猪苓3钱，肉桂5分，茯苓5钱，车前子1钱，半夏1钱。,,"伤湿初起之时，恶湿身重，足肿，小便短赤。[At the beginning of dampness injury, dampness is very serious, feet are swollen, and urine is short and red.(Machine translation.)]",《石室秘录》卷三。
HVP0595,倒阳汤,元参3两，肉桂3分，麦冬3两。,,"虚火炎上，肺金之气不能下行，以致强阳不倒。[The Qi of lung gold can't go down, so that the strong Yang doesn't fall down.(Machine translation.)]",《石室秘录》卷二。
HVP0596,救坏汤,人参5钱，茯苓5钱，柴胡1钱，白芍1钱，玄参5钱，麦冬5钱，白芥子2钱，当归5钱，陈皮5分。,,"伤寒巳汗吐下，而仍身热如火之坏症。[Typhoid fever has been sweating, but the body is still as hot as fire.(Machine translation.)]",《石室秘录》卷六。
HVP0597,转阳援绝汤,人参1两，白术1两（炒），枣仁1两，茯神5钱，肉桂2钱。,,"伤寒少阴病，脉微沉细，但欲卧，汗出，不烦，自欲呕吐，至5-6日自利，复烦躁，不能卧寐，明是奔越者。[Typhoid Shaoyin disease, pulse slightly heavy fine, but want to lie, sweating, not upset, from the desire to vomit, to 5-6 self-interest, re irritable, can not sleep, clearly is running over.(Machine translation.)]",《石室秘录》卷六。
HVP0598,祛热生胃汤,石膏3两，知母3钱，人参5钱，元参3两，茯苓1两，麦冬3两，车前子5钱。,,"凡有火热而发狂，或汗如雨下，口渴舌燥，或如芒刺者。[Those who are hot and crazy, or sweating, thirsty, tongue dry, or prickly.(Machine translation.)]",《石室秘录》卷六。
HVP0599,救肝开郁汤,白芍2两，柴胡1钱，甘草1钱，白芥子3钱，白术5钱，当归5钱，陈皮2钱，茯苓5钱。,,气郁不能言。[Qi depression can't be said.(Machine translation.)],《石室秘录》卷六。
HVP0600,止逆奠安汤,人参2两，白术2两，肉桂2钱，丁香2钱。,,"伤寒少阴症，吐利兼作，又加心烦，手足四逆。[Typhoid Shaoyin syndrome is characterized by both vomiting and diuresis, and it is also accompanied by upset and four adverse reactions of hands and feet.(Machine translation.)]",《石室秘录》卷六。
HVP0601,救乱汤,人参5钱，香薷3钱，吴茱萸3钱，茯苓3钱，白术3钱，附子5分，藿香1钱，木瓜3钱。,,"霍乱腹痛，欲吐不能，欲泻不得，四肢厥逆，身青囊缩。[Cholera abdominal pain, vomiting can not, diarrhea can not, limbs Jue inverse, body green capsule contraction.(Machine translation.)]",《石室秘录》卷六。
HVP0602,救脏汤,人参1两，麦冬3两，当归1两，天花粉2钱，玄参2两，白芍2两，荆芥2钱。,,"少阳与厥阴两感，水浆不入，不知人者。[Shaoyang and Jueyin are two sensations, and they don't know who they are.(Machine translation.)]",《石室秘录》卷六。
HVP0603,生生汤,人参3两，附子3钱，枣仁5钱。,,"伤寒少阴症，四逆恶寒，身蜷，脉不至，不烦而躁。[Typhoid Shaoyin disease, four adverse aversion to cold, body curled up, pulse not to, not irritated and irritable.(Machine translation.)]",《石室秘录》卷六。
HVP0604,逐虚汤,白术5钱，防风5分，黄耆5钱，人参2钱，陈皮5分，甘草1钱，桂枝5分。,,"气虚而中风湿，手麻木。[Qi deficiency and rheumatism, numbness of hands.(Machine translation.)]",《石室秘录》卷四。
HVP0605,止嗽神丹,人参1钱，白芍3钱，酸枣仁2钱，北五味子1钱，麦冬5钱，苏子1钱，益智仁5分，白芥子1钱。,,久嗽。[Long cough.(Machine translation.)],《石室秘录》卷四。
HVP0606,散风汤,白芍5钱，甘草1钱（炒），栀子3钱，当归2钱，白芥子1钱，柴胡1钱，荆芥1钱，泽泻1钱。,,肝火症。[Liver fire.(Machine translation.)],《石室秘录》卷四。
HVP0607,收舌散,黄连3钱，人参3钱，菖蒲1钱，白芍3钱。,,"阳火盛强，舌吐出不肯收进。[Yang fire is strong, tongue spits out and refuses to take in.(Machine translation.)]",《石室秘录》卷四。
HVP0608,束带汤,鸡冠花1两（鲜鸡冠花3两），白术1两。,,"白带，妇人终年累月下流白物，如涕如唾，不能禁止，甚则臭秽。[Leucorrhea, a woman's dirty white things all year round, such as tears, such as spit, can not be prohibited, even stinky.(Machine translation.)]",《辨证录》卷十一。
HVP0609,救割全生汤,人参（或用黄耆2两代之）1两，当归3两，荆芥3钱。,,遍身发痒。[Itching all over the body.(Machine translation.)],《石室秘录》卷四。
HVP0610,杜隙汤,人参7钱，当归7钱，穿山甲1片（火炒，为末）。,,"酒色不禁，恣意纵欲，足上忽有孔，标血如一线者。[Wine can not help but, wanton indulgence, foot suddenly have holes, marked as a line of blood.(Machine translation.)]",《石室秘录》卷四。
HVP0611,逐寒荡惊汤,胡椒1钱（研），炮姜1钱，肉桂1钱，丁香10粒（打）。,,"小儿气体本虚或久病不愈，或痘疹后，或误服凉药，泄泻呕吐，转为慢惊，清热败风，愈治愈危者。[Children's deficiency of Qi or long-term illness does not heal, or after acne eruption, or mistakenly taking cold medicine, diarrhea and vomiting, turn to slow shock, clearing away heat and calming down wind, the more cured the critical cases.(Machine translation.)]",《福幼编》。功效:开寒痰，宽胸膈，止呕吐，汤惊邪，回元气。
HVP0612,人参清补汤,人参、黄耆、当归、白术、茯神、枣仁、麦冬、陈皮、甘草。,,"痘痂不落，虚弱之甚，昏沉不省人事。[Acne scab does not fall, very weak, faint and unconscious.(Machine translation.)]",《种痘新书》卷九。
HVP0613,辰砂益元散,滑石（飞过）6两，甘草1两，辰砂5钱，木通5钱，车前5钱，黄连2钱。,,"麻退之后，余热未尽，热乘于心，日夜烦躁，狂言妄语，人事不清者。[After the hemp subsides, the waste heat is not exhausted, the heat is in the heart, the day and night is agitated, the arrogant language, the personnel is unclear.(Machine translation.)]",《种痘新书》卷十一。
HVP0614,无比六一散,滑石（飞过）6两，甘草1两，辰砂4钱，雄黄2钱，朱砂2钱。,,"痘红紫黑陷，狂谵烦渴。[Acne red purple black depression, delirium and thirst.(Machine translation.)]",《种痘新书》卷十二。
HVP0615,蛭蟾丹,蚂蝗10数条（将黄泥做成小管，如笔管大，入蚂蝗在内，上以磁黄泥涂护之，以铁丝捆紧，外再以盐泥封固，炭火煅，以烟尽为度，取出去火毒，为末）2钱，蟾酥1钱，熊胆8分，麝香5分，冰片3分。,,痔漏。[Hemorrhoids leak.(Machine translation.)],《种福堂方》卷二。
HVP0616,瘰疬收口药方,龟版（煅过，埋地中49日，如要紧埋7日亦可）、青果（阴干，煅）。,,瘰疬。[scrofula.(Machine translation.)],《种福堂方》卷二。功效:收口。
HVP0617,仙方解霉生肌定痛散,黄连1两，黄柏4两，木贼1两，防风1两，苦参4两，羌活、独活。,,"痈疽，发背，乳痈，人面、外臁、金刀诸般恶疮疖肿毒。[Carbuncle, hair back, breast carbuncle, people's face, external pain, golden knife and so on.(Machine translation.)]",《秘传外科方》。
HVP0618,白花蛇酒,白花蛇1条，乌梢蛇1条（去头尾皮骨），升麻1两，紫苏1两，枳实1两，当归1两，香附1两，熟地1两，黄耆1两，天冬1两，丹皮1两，粟壳1两，川芎1两，茯苓1两，厚朴1两，枳壳1两，三棱1两，苍术1两，牛膝1两，芍药1两，玄胡1两，杏仁1两，红花1两，肉桂1两，逢术1两，防风1两，草果1两，杜仲1两，木香1两，陈皮1两，青皮1两，半夏1两，桔梗1两，荆芥1两，藿香1两，僵蚕2两，麦冬2两，人参2两，白,,"拓子风。其形遍身如拓子，细突而起，久不出血，其痛难忍。[Tuozifeng. Its shape all over the body, such as Tuozi, thin and protruding, long without bleeding, its pain unbearable.(Machine translation.)]",《秘传大麻疯方》。
